2023-07-01	PAASMESSAGE	0
2023-07-01	CRM-FLOW	3
2023-07-01	STAGE	0
2023-07-01	BPM	0
2023-07-01	PROCESS	0
2023-07-01	APPROVAL	0
2023-07-01	FLOW	0
2023-06-30	PAASMESSAGE	2
2023-06-30	CRM-FLOW	16
2023-06-30	BPM	0
2023-06-30	PROCESS	0
2023-06-30	STAGE	0
2023-06-30	FLOW	1
2023-06-30	APPROVAL	0
2023-06-29	PAASMESSAGE	0
2023-06-29	CRM-FLOW	4
2023-06-29	BPM	0
2023-06-29	STAGE	0
2023-06-29	PROCESS	0
2023-06-29	FLOW	0
2023-06-29	APPROVAL	0
2023-06-28	PAASMESSAGE	0
2023-06-28	CRM-FLOW	5
2023-06-28	PROCESS	0
2023-06-28	BPM	0
2023-06-28	STAGE	0
2023-06-28	FLOW	0
2023-06-28	APPROVAL	0
2023-06-16	APPROVAL	2
2023-06-16	FLOW	6
2023-06-16	PROCESS	0
2023-06-16	STAGE	1
2023-06-16	BPM	13
2023-06-16	CRM-FLOW	0
2023-06-16	PAASMESSAGE	0
2023-06-27	PAASMESSAGE	0
2023-06-27	CRM-FLOW	17
2023-06-27	BPM	0
2023-06-27	STAGE	1
2023-06-27	PROCESS	0
2023-06-27	FLOW	3
2023-06-27	APPROVAL	4
2023-06-26	PAASMESSAGE	0
2023-06-26	CRM-FLOW	12
2023-06-26	BPM	0
2023-06-26	PROCESS	0
2023-06-26	STAGE	0
2023-06-26	FLOW	1
2023-06-26	APPROVAL	0
2023-06-25	PAASMESSAGE	0
2023-06-25	CRM-FLOW	17
2023-06-25	PROCESS	0
2023-06-25	BPM	0
2023-06-25	STAGE	1
2023-06-25	FLOW	0
2023-06-25	APPROVAL	5
2023-06-24	PAASMESSAGE	0
2023-06-24	CRM-FLOW	0
2023-06-24	PROCESS	0
2023-06-24	BPM	0
2023-06-24	STAGE	3
2023-06-24	APPROVAL	1
2023-06-24	FLOW	0
2023-06-23	PAASMESSAGE	0
2023-06-23	CRM-FLOW	0
2023-06-23	BPM	0
2023-06-23	STAGE	0
2023-06-23	PROCESS	0
2023-06-23	FLOW	3
2023-06-23	APPROVAL	1
2023-06-22	PAASMESSAGE	0
2023-06-22	CRM-FLOW	0
2023-06-22	STAGE	0
2023-06-22	BPM	0
2023-06-22	PROCESS	0
2023-06-22	FLOW	0
2023-06-22	APPROVAL	1
2023-06-21	PAASMESSAGE	0
2023-06-21	CRM-FLOW	4
2023-06-21	BPM	0
2023-06-21	PROCESS	0
2023-06-21	STAGE	0
2023-06-21	FLOW	0
2023-06-21	APPROVAL	0
2023-06-20	PAASMESSAGE	0
2023-06-20	CRM-FLOW	0
2023-06-20	BPM	0
2023-06-20	PROCESS	1
2023-06-20	STAGE	0
2023-06-20	APPROVAL	0
2023-06-20	FLOW	1
2023-06-19	PAASMESSAGE	1
2023-06-19	CRM-FLOW	9
2023-06-19	BPM	3
2023-06-19	STAGE	0
2023-06-19	PROCESS	0
2023-06-19	FLOW	3
2023-06-19	APPROVAL	7
2023-06-18	PAASMESSAGE	0
2023-06-18	CRM-FLOW	0
2023-06-18	STAGE	0
2023-06-18	BPM	0
2023-06-18	PROCESS	0
2023-06-18	FLOW	0
2023-06-18	APPROVAL	0
2023-06-17	PAASMESSAGE	0
2023-06-17	CRM-FLOW	0
2023-06-17	BPM	0
2023-06-17	PROCESS	0
2023-06-17	STAGE	0
2023-06-17	FLOW	1
2023-06-17	APPROVAL	0
2023-06-15	PAASMESSAGE	0
2023-06-15	CRM-FLOW	4
2023-06-15	BPM	0
2023-06-15	STAGE	0
2023-06-15	PROCESS	0
2023-06-15	FLOW	0
2023-06-15	APPROVAL	0
2023-06-14	PAASMESSAGE	0
2023-06-14	CRM-FLOW	5
2023-06-14	STAGE	1
2023-06-14	BPM	0
2023-06-14	PROCESS	0
2023-06-14	FLOW	0
2023-06-14	APPROVAL	1
2023-06-13	PAASMESSAGE	0
2023-06-13	CRM-FLOW	10
2023-06-13	STAGE	0
2023-06-13	BPM	0
2023-06-13	PROCESS	0
2023-06-13	FLOW	2
2023-06-13	APPROVAL	1
2023-06-12	PAASMESSAGE	0
2023-06-12	CRM-FLOW	14
2023-06-12	PROCESS	0
2023-06-12	BPM	2
2023-06-12	STAGE	0
2023-06-12	APPROVAL	3
2023-06-12	FLOW	0
2023-06-11	PAASMESSAGE	0
2023-06-11	CRM-FLOW	1
2023-06-11	PROCESS	0
2023-06-11	STAGE	0
2023-06-11	BPM	0
2023-06-11	FLOW	0
2023-06-11	APPROVAL	0
2023-06-10	PAASMESSAGE	0
2023-06-10	CRM-FLOW	0
2023-06-10	BPM	0
2023-06-10	STAGE	0
2023-06-10	PROCESS	0
2023-06-10	FLOW	0
2023-06-10	APPROVAL	0
2023-06-09	PAASMESSAGE	0
2023-06-09	CRM-FLOW	1
2023-06-09	STAGE	2
2023-06-09	BPM	0
2023-06-09	PROCESS	0
2023-06-09	APPROVAL	0
2023-06-09	FLOW	0
2023-06-08	PAASMESSAGE	1
2023-06-08	CRM-FLOW	9
2023-06-08	BPM	0
2023-06-08	PROCESS	0
2023-06-08	STAGE	2
2023-06-08	FLOW	0
2023-06-08	APPROVAL	2
2023-06-07	PAASMESSAGE	0
2023-06-07	CRM-FLOW	16
2023-06-07	STAGE	1
2023-06-07	PROCESS	0
2023-06-07	BPM	2
2023-06-07	FLOW	2
2023-06-07	APPROVAL	3
2023-06-06	PAASMESSAGE	0
2023-06-06	CRM-FLOW	9
2023-06-06	BPM	0
2023-06-06	PROCESS	0
2023-06-06	STAGE	0
2023-06-06	FLOW	2
2023-06-06	APPROVAL	0
2023-06-05	PAASMESSAGE	0
2023-06-05	CRM-FLOW	26
2023-06-05	PROCESS	0
2023-06-05	BPM	0
2023-06-05	STAGE	0
2023-06-05	FLOW	1
2023-06-05	APPROVAL	4
2023-06-04	PAASMESSAGE	0
2023-06-04	CRM-FLOW	2
2023-06-04	STAGE	1
2023-06-04	PROCESS	16
2023-06-04	BPM	2
2023-06-04	APPROVAL	0
2023-06-04	FLOW	2
2023-06-03	PAASMESSAGE	0
2023-06-03	CRM-FLOW	0
2023-06-03	BPM	1
2023-06-03	STAGE	0
2023-06-03	PROCESS	0
2023-06-03	FLOW	0
2023-06-03	APPROVAL	1
2023-06-02	PAASMESSAGE	0
2023-06-02	CRM-FLOW	2
2023-06-02	BPM	0
2023-06-02	STAGE	0
2023-06-02	PROCESS	0
2023-06-02	APPROVAL	4
2023-06-02	FLOW	0
2023-06-01	PAASMESSAGE	0
2023-06-01	CRM-FLOW	3
2023-06-01	BPM	0
2023-06-01	PROCESS	0
2023-06-01	STAGE	1
2023-06-01	FLOW	0
2023-06-01	APPROVAL	0
2023-05-31	PAASMESSAGE	0
2023-05-31	CRM-FLOW	4
2023-05-31	STAGE	1
2023-05-31	PROCESS	0
2023-05-31	BPM	0
2023-05-31	FLOW	0
2023-05-31	APPROVAL	4
2023-05-30	PAASMESSAGE	0
2023-05-30	CRM-FLOW	4
2023-05-30	STAGE	2
2023-05-30	PROCESS	0
2023-05-30	BPM	0
2023-05-30	FLOW	0
2023-05-30	APPROVAL	5
2023-05-29	PAASMESSAGE	0
2023-05-29	CRM-FLOW	4
2023-05-29	PROCESS	0
2023-05-29	BPM	0
2023-05-29	STAGE	0
2023-05-29	FLOW	0
2023-05-29	APPROVAL	0
2023-05-28	PAASMESSAGE	0
2023-05-28	CRM-FLOW	7
2023-05-28	BPM	0
2023-05-28	PROCESS	0
2023-05-28	STAGE	0
2023-05-28	APPROVAL	0
2023-05-28	FLOW	0
2023-05-27	PAASMESSAGE	0
2023-05-27	CRM-FLOW	0
2023-05-27	PROCESS	0
2023-05-27	STAGE	0
2023-05-27	BPM	0
2023-05-27	APPROVAL	0
2023-05-27	FLOW	1
2023-05-26	PAASMESSAGE	0
2023-05-26	CRM-FLOW	3
2023-05-26	PROCESS	0
2023-05-26	BPM	1
2023-05-26	STAGE	0
2023-05-26	FLOW	0
2023-05-26	APPROVAL	1
2023-05-25	PAASMESSAGE	1
2023-05-25	CRM-FLOW	0
2023-05-25	PROCESS	0
2023-05-25	BPM	0
2023-05-25	STAGE	1
2023-05-25	FLOW	0
2023-05-25	APPROVAL	0
2023-05-24	PAASMESSAGE	0
2023-05-24	CRM-FLOW	14
2023-05-24	BPM	0
2023-05-24	PROCESS	0
2023-05-24	STAGE	1
2023-05-24	FLOW	0
2023-05-24	APPROVAL	0
2023-05-23	PAASMESSAGE	0
2023-05-23	CRM-FLOW	26
2023-05-23	PROCESS	0
2023-05-23	BPM	3
2023-05-23	STAGE	1
2023-05-23	APPROVAL	0
2023-05-23	FLOW	0
2023-05-22	PAASMESSAGE	0
2023-05-22	CRM-FLOW	31
2023-05-22	BPM	0
2023-05-22	STAGE	1
2023-05-22	PROCESS	0
2023-05-22	FLOW	0
2023-05-22	APPROVAL	4
2023-05-21	PAASMESSAGE	0
2023-05-21	CRM-FLOW	0
2023-05-21	BPM	0
2023-05-21	PROCESS	0
2023-05-21	STAGE	5
2023-05-21	FLOW	0
2023-05-21	APPROVAL	0
2023-05-20	PAASMESSAGE	0
2023-05-20	CRM-FLOW	12
2023-05-20	BPM	0
2023-05-20	PROCESS	0
2023-05-20	STAGE	0
2023-05-20	FLOW	0
2023-05-20	APPROVAL	0
2023-05-19	PAASMESSAGE	0
2023-05-19	CRM-FLOW	28
2023-05-19	PROCESS	0
2023-05-19	BPM	0
2023-05-19	STAGE	0
2023-05-19	APPROVAL	0
2023-05-19	FLOW	0
2023-05-18	PAASMESSAGE	0
2023-05-18	CRM-FLOW	16
2023-05-18	STAGE	0
2023-05-18	BPM	2
2023-05-18	PROCESS	0
2023-05-18	FLOW	0
2023-05-18	APPROVAL	3
2023-05-17	PAASMESSAGE	0
2023-05-17	CRM-FLOW	0
2023-05-17	STAGE	0
2023-05-17	BPM	3
2023-05-17	PROCESS	0
2023-05-17	APPROVAL	2
2023-05-17	FLOW	1
2023-05-16	PAASMESSAGE	0
2023-05-16	CRM-FLOW	8
2023-05-16	BPM	0
2023-05-16	PROCESS	0
2023-05-16	STAGE	1
2023-05-16	FLOW	0
2023-05-16	APPROVAL	0
2023-05-15	PAASMESSAGE	0
2023-05-15	CRM-FLOW	0
2023-05-15	STAGE	0
2023-05-15	PROCESS	0
2023-05-15	BPM	0
2023-05-15	FLOW	1
2023-05-15	APPROVAL	2
2023-05-14	PAASMESSAGE	0
2023-05-14	CRM-FLOW	1
2023-05-14	BPM	0
2023-05-14	PROCESS	0
2023-05-14	STAGE	0
2023-05-14	FLOW	0
2023-05-14	APPROVAL	2
2023-05-13	PAASMESSAGE	0
2023-05-13	CRM-FLOW	0
2023-05-13	STAGE	0
2023-05-13	BPM	0
2023-05-13	PROCESS	0
2023-05-13	APPROVAL	0
2023-05-13	FLOW	0
2023-05-12	PAASMESSAGE	0
2023-05-12	CRM-FLOW	34
2023-05-12	PROCESS	0
2023-05-12	STAGE	1
2023-05-12	BPM	0
2023-05-12	FLOW	1
2023-05-12	APPROVAL	1
2023-05-11	PAASMESSAGE	0
2023-05-11	CRM-FLOW	19
2023-05-11	STAGE	0
2023-05-11	BPM	0
2023-05-11	PROCESS	0
2023-05-11	APPROVAL	0
2023-05-11	FLOW	0
2023-05-10	PAASMESSAGE	0
2023-05-10	CRM-FLOW	45
2023-05-10	PROCESS	0
2023-05-10	BPM	1
2023-05-10	STAGE	0
2023-05-10	FLOW	0
2023-05-10	APPROVAL	4
2023-05-09	PAASMESSAGE	0
2023-05-09	CRM-FLOW	25
2023-05-09	STAGE	1
2023-05-09	BPM	0
2023-05-09	PROCESS	0
2023-05-09	APPROVAL	0
2023-05-09	FLOW	1
2023-05-08	PAASMESSAGE	0
2023-05-08	CRM-FLOW	34
2023-05-08	BPM	0
2023-05-08	STAGE	0
2023-05-08	PROCESS	0
2023-05-08	FLOW	0
2023-05-08	APPROVAL	4
2023-05-07	PAASMESSAGE	0
2023-05-07	CRM-FLOW	2
2023-05-07	PROCESS	0
2023-05-07	BPM	0
2023-05-07	STAGE	0
2023-05-07	APPROVAL	0
2023-05-07	FLOW	0
2023-05-06	PAASMESSAGE	0
2023-05-06	CRM-FLOW	16
2023-05-06	BPM	0
2023-05-06	PROCESS	0
2023-05-06	STAGE	0
2023-05-06	FLOW	0
2023-05-06	APPROVAL	1
2023-05-05	PAASMESSAGE	0
2023-05-05	CRM-FLOW	27
2023-05-05	BPM	0
2023-05-05	PROCESS	0
2023-05-05	STAGE	0
2023-05-05	APPROVAL	0
2023-05-05	FLOW	1
2023-05-04	PAASMESSAGE	0
2023-05-04	CRM-FLOW	47
2023-05-04	BPM	0
2023-05-04	STAGE	1
2023-05-04	PROCESS	0
2023-05-04	FLOW	5
2023-05-04	APPROVAL	5
2023-05-03	PAASMESSAGE	0
2023-05-03	CRM-FLOW	0
2023-05-03	STAGE	2
2023-05-03	BPM	0
2023-05-03	PROCESS	0
2023-05-03	APPROVAL	1
2023-05-03	FLOW	0
2023-05-02	PAASMESSAGE	0
2023-05-02	CRM-FLOW	2
2023-05-02	BPM	0
2023-05-02	PROCESS	0
2023-05-02	STAGE	0
2023-05-02	FLOW	0
2023-05-02	APPROVAL	1
2023-05-01	PAASMESSAGE	0
2023-05-01	CRM-FLOW	2
2023-05-01	BPM	0
2023-05-01	PROCESS	0
2023-05-01	STAGE	0
2023-05-01	APPROVAL	0
2023-05-01	FLOW	0
2023-04-30	PAASMESSAGE	0
2023-04-30	CRM-FLOW	1
2023-04-30	STAGE	0
2023-04-30	BPM	0
2023-04-30	PROCESS	0
2023-04-30	APPROVAL	0
2023-04-30	FLOW	0
2023-04-29	PAASMESSAGE	0
2023-04-29	CRM-FLOW	11
2023-04-29	BPM	0
2023-04-29	STAGE	0
2023-04-29	PROCESS	0
2023-04-29	FLOW	0
2023-04-29	APPROVAL	0
2023-04-28	PAASMESSAGE	0
2023-04-28	CRM-FLOW	22
2023-04-28	BPM	2
2023-04-28	PROCESS	0
2023-04-28	STAGE	1
2023-04-28	APPROVAL	1
2023-04-28	FLOW	1
2023-04-27	PAASMESSAGE	0
2023-04-27	CRM-FLOW	30
2023-04-27	BPM	1
2023-04-27	STAGE	0
2023-04-27	PROCESS	0
2023-04-27	FLOW	0
2023-04-27	APPROVAL	1
2023-04-26	PAASMESSAGE	0
2023-04-26	CRM-FLOW	32
2023-04-26	PROCESS	0
2023-04-26	BPM	0
2023-04-26	STAGE	0
2023-04-26	APPROVAL	1
2023-04-26	FLOW	0
2023-04-25	PAASMESSAGE	0
2023-04-25	CRM-FLOW	22
2023-04-25	PROCESS	0
2023-04-25	BPM	0
2023-04-25	STAGE	1
2023-04-25	APPROVAL	0
2023-04-25	FLOW	0
2023-04-24	PAASMESSAGE	0
2023-04-24	CRM-FLOW	9
2023-04-24	STAGE	0
2023-04-24	PROCESS	0
2023-04-24	BPM	0
2023-04-24	FLOW	1
2023-04-24	APPROVAL	0
2023-04-17	APPROVAL	4
2023-04-17	FLOW	0
2023-04-17	STAGE	0
2023-04-17	PROCESS	2
2023-04-17	BPM	6
2023-04-17	CRM-FLOW	0
2023-04-17	PAASMESSAGE	0
2023-04-16	APPROVAL	1
2023-04-16	FLOW	0
2023-04-16	PROCESS	0
2023-04-16	STAGE	1
2023-04-16	BPM	0
2023-04-16	CRM-FLOW	1
2023-04-16	PAASMESSAGE	0
2023-04-23	PAASMESSAGE	0
2023-04-23	CRM-FLOW	6
2023-04-23	BPM	1
2023-04-23	STAGE	5
2023-04-23	PROCESS	0
2023-04-23	FLOW	0
2023-04-23	APPROVAL	1
2023-04-22	PAASMESSAGE	0
2023-04-22	CRM-FLOW	3
2023-04-22	BPM	0
2023-04-22	PROCESS	0
2023-04-22	STAGE	4
2023-04-22	FLOW	0
2023-04-22	APPROVAL	1
2023-04-21	PAASMESSAGE	0
2023-04-21	CRM-FLOW	18
2023-04-21	PROCESS	0
2023-04-21	BPM	0
2023-04-21	STAGE	0
2023-04-21	FLOW	0
2023-04-21	APPROVAL	0
2023-04-20	PAASMESSAGE	0
2023-04-20	CRM-FLOW	10
2023-04-20	PROCESS	0
2023-04-20	BPM	1
2023-04-20	STAGE	2
2023-04-20	FLOW	0
2023-04-20	APPROVAL	0
2023-04-19	PAASMESSAGE	0
2023-04-19	CRM-FLOW	27
2023-04-19	BPM	0
2023-04-19	STAGE	0
2023-04-19	PROCESS	0
2023-04-19	FLOW	0
2023-04-19	APPROVAL	3
2023-04-18	PAASMESSAGE	0
2023-04-18	CRM-FLOW	19
2023-04-18	STAGE	1
2023-04-18	PROCESS	0
2023-04-18	BPM	5
2023-04-18	APPROVAL	0
2023-04-18	FLOW	1
2023-04-15	PAASMESSAGE	0
2023-04-15	CRM-FLOW	3
2023-04-15	PROCESS	0
2023-04-15	BPM	0
2023-04-15	STAGE	0
2023-04-15	FLOW	1
2023-04-15	APPROVAL	3
2023-04-14	PAASMESSAGE	0
2023-04-14	CRM-FLOW	16
2023-04-14	BPM	4
2023-04-14	PROCESS	0
2023-04-14	STAGE	0
2023-04-14	FLOW	3
2023-04-14	APPROVAL	0
2023-04-13	PAASMESSAGE	0
2023-04-13	CRM-FLOW	13
2023-04-13	BPM	4
2023-04-13	PROCESS	1
2023-04-13	STAGE	0
2023-04-13	FLOW	3
2023-04-13	APPROVAL	2
2023-04-12	PAASMESSAGE	0
2023-04-12	CRM-FLOW	17
2023-04-12	BPM	1
2023-04-12	STAGE	0
2023-04-12	PROCESS	0
2023-04-12	FLOW	1
2023-04-12	APPROVAL	4
2023-04-11	PAASMESSAGE	1
2023-04-11	CRM-FLOW	12
2023-04-11	STAGE	0
2023-04-11	BPM	2
2023-04-11	PROCESS	0
2023-04-11	FLOW	3
2023-04-11	APPROVAL	1
2023-04-10	PAASMESSAGE	0
2023-04-10	CRM-FLOW	0
2023-04-10	BPM	4
2023-04-10	PROCESS	0
2023-04-10	STAGE	0
2023-04-10	APPROVAL	0
2023-04-10	FLOW	0
2023-04-09	PAASMESSAGE	0
2023-04-09	CRM-FLOW	30
2023-04-09	PROCESS	0
2023-04-09	STAGE	0
2023-04-09	BPM	0
2023-04-09	FLOW	0
2023-04-09	APPROVAL	5
2023-04-08	PAASMESSAGE	0
2023-04-08	CRM-FLOW	0
2023-04-08	PROCESS	0
2023-04-08	BPM	0
2023-04-08	STAGE	0
2023-04-08	APPROVAL	0
2023-04-08	FLOW	0
2023-04-07	PAASMESSAGE	0
2023-04-07	CRM-FLOW	0
2023-04-07	BPM	4
2023-04-07	STAGE	0
2023-04-07	PROCESS	0
2023-04-07	APPROVAL	0
2023-04-07	FLOW	10
2023-04-06	PAASMESSAGE	0
2023-04-06	CRM-FLOW	11
2023-04-06	BPM	2
2023-04-06	PROCESS	0
2023-04-06	STAGE	0
2023-04-06	APPROVAL	1
2023-04-06	FLOW	2
2023-04-05	PAASMESSAGE	0
2023-04-05	CRM-FLOW	1
2023-04-05	PROCESS	0
2023-04-05	BPM	0
2023-04-05	STAGE	0
2023-04-05	FLOW	0
2023-04-05	APPROVAL	0
2023-04-04	PAASMESSAGE	0
2023-04-04	CRM-FLOW	2
2023-04-04	BPM	4
2023-04-04	PROCESS	0
2023-04-04	STAGE	2
2023-04-04	FLOW	1
2023-04-04	APPROVAL	5
2023-04-03	PAASMESSAGE	0
2023-04-03	CRM-FLOW	0
2023-04-03	BPM	2
2023-04-03	STAGE	8
2023-04-03	PROCESS	0
2023-04-03	FLOW	1
2023-04-03	APPROVAL	0
2023-04-02	PAASMESSAGE	0
2023-04-02	CRM-FLOW	5
2023-04-02	PROCESS	0
2023-04-02	BPM	1
2023-04-02	STAGE	2
2023-04-02	FLOW	0
2023-04-02	APPROVAL	0
2023-04-01	PAASMESSAGE	0
2023-04-01	CRM-FLOW	3
2023-04-01	PROCESS	0
2023-04-01	BPM	1
2023-04-01	STAGE	0
2023-04-01	FLOW	1
2023-04-01	APPROVAL	3
